,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
25,Monthly Notices of the Royal Astronomical Society,2009-02-00,2009MNRAS.392.1585C,0,0,0,0,0,0,0
26,Nature,2009-12-00,2009Natur.462..891C,0,0,0,0,0,0,0
27,The Astrophysical Journal,2009-06-00,2009ApJ...698.1826D,0,0,0,0,0,0,0
28,The Astrophysical Journal,2009-06-00,2009ApJ...697.1263O,0,0,0,0,0,0,0
29,Astronomy and Astrophysics,2009-12-00,2009A%26A...507.1659G,0,0,0,0,0,0,0
30,The Astrophysical Journal,2009-09-00,2009ApJ...702..989V,1,0,0,0,0,0,0
31,Publications of the Astronomical Society of the Pacific,2009-06-00,2009PASP..121..613P,1,0,0,0,0,0,0
32,The Astrophysical Journal,2009-07-00,2009ApJ...699L..97W,0,1,0,0,0,0,0
33,The Astrophysical Journal,2009-12-00,2009ApJ...707..768N,0,0,0,0,0,0,1
34,The Astrophysical Journal,2009-10-00,2009ApJ...703.1545F,1,0,0,0,0,0,0
35,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..639M,0,0,0,0,0,0,0
36,The Astrophysical Journal,2009-09-00,2009ApJ...703..671S,0,0,0,0,0,0,0
37,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..521C,0,0,0,0,0,0,0
38,The Astrophysical Journal,2009-12-00,2009ApJ...707..446B,0,0,0,0,0,0,0
39,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..521C,0,0,0,0,0,0,0
40,Astronomy and Astrophysics,2009-04-00,2009A%26A...497..545S,0,0,0,0,0,0,0
41,Astronomy and Astrophysics,2009-01-00,2009A%26A...493L..21L,0,0,0,0,0,0,0
42,Astronomy and Astrophysics,2009-11-00,2009A%26A...507..487M,0,0,0,0,0,0,0
43,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0
44,The Astrophysical Journal,2010-05-00,2010ApJ...715..550H,0,0,0,0,0,0,0
45,The Astrophysical Journal,2010-03-00,2010ApJ...711.1229A,0,0,0,0,0,0,0
46,Publications of the Astronomical Society of the Pacific,2010-05-00,2010PASP..122..701J,1,0,0,0,0,0,0
47,The Astrophysical Journal,2010-09-00,2010ApJ...720.1118B,0,0,0,0,0,0,0
48,The Astrophysical Journal,2010-01-00,2010ApJ...709..159A,0,0,0,0,0,0,0
49,The Astrophysical Journal,2010-03-00,2010ApJ...711..731J,0,0,0,0,0,0,0
50,Science,2010-10-00,2010Sci...330...51H,0,1,1,0,0,0,0
51,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0
52,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..46H,0,0,0,0,0,0,0
53,Nature,2010-03-00,2010Natur.464..384D,0,0,0,0,0,0,0
54,Publications of the Astronomical Society of the Pacific,2010-05-00,2010PASP..122..701J,1,0,0,0,0,0,0
55,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
56,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..66B,0,0,0,0,0,0,0
57,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..97G,0,0,0,0,0,0,0
58,Publications of the Astronomical Society of Japan,2010-08-00,2010PASJ...62.1063S,0,0,0,0,0,0,0
59,Publications of the Astronomical Society of the Pacific,2010-05-00,2010PASP..122..701J,1,0,0,0,0,0,0
60,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
61,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0
62,The Astrophysical Journal,2010-12-00,2010ApJ...724..866K,0,0,0,0,0,0,0
63,The Astrophysical Journal,2010-10-00,2010ApJ...721.1467H,1,0,0,0,0,0,0
64,Nature,2010-12-00,2010Natur.468.1080M,0,0,0,0,0,0,0
65,Publications of the Astronomical Society of the Pacific,2010-12-00,2010PASP..122.1465M,0,0,0,0,0,0,0
66,Astronomy and Astrophysics,2010-04-00,2010A&A...513A..69H,0,0,0,0,0,0,0
67,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..14F,0,0,0,0,0,0,0
68,The Astrophysical Journal,2010-03-00,2010ApJ...711.1229A,0,0,0,0,0,0,0
69,The Astrophysical Journal,2010-10-00,2010ApJ...721L.153J,0,0,0,0,0,0,0
70,Publications of the Astronomical Society of the Pacific,2010-05-00,2010PASP..122..701J,1,0,0,0,0,0,0
71,The Astrophysical Journal,2010-10-00,2010ApJ...721.1467H,1,0,0,0,0,0,0
72,The Astrophysical Journal,2010-01-00,2010ApJ...708..224H,0,0,0,0,0,0,0
73,Publications of the Astronomical Society of the Pacific,2010-05-00,2010PASP..122..701J,1,0,0,0,0,0,0
74,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
75,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
76,Astronomy and Astrophysics,2010-12-00,2010A&A...524A..55G,0,0,0,0,0,0,0
77,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..46H,0,0,0,0,0,0,0
78,Monthly Notices of the Royal Astronomical Society,2010-08-00,2010MNRAS.406.1918D,0,0,0,0,0,0,0
79,Astronomy and Astrophysics,2010-01-00,2010A%26A...509A..24H,0,0,0,0,0,0,0
80,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
81,Astronomy and Astrophysics,2010-10-00,2010A%26A...521L..60B,0,0,0,0,0,0,0
82,The Astrophysical Journal,2010-12-00,2010ApJ...725.2017K,0,0,0,0,0,0,0
83,The Astrophysical Journal,2010-05-00,2010ApJ...715..271H,0,0,0,0,0,0,0
84,Science,2010-10-00,2010Sci...330...51H,0,1,1,0,0,0,0
85,Science,2010-10-00,2010Sci...330...51H,0,1,1,0,0,0,0
86,The Astrophysical Journal,2010-10-00,2010ApJ...721.1467H,1,0,0,0,0,0,0
87,The Astrophysical Journal,2010-04-00,2010ApJ...713L.136D,0,0,1,0,0,0,0
88,The Astrophysical Journal,2010-10-00,2010ApJ...721.1467H,1,0,0,0,0,0,0
89,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0
90,Publications of the Astronomical Society of the Pacific,2010-02-00,2010PASP..122..149J,1,0,0,0,0,0,0
91,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..56S,0,0,0,0,0,0,0
92,The Astrophysical Journal,2010-02-00,2010ApJ...710.1641S,0,0,0,0,0,0,0
93,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..88B,0,0,0,0,0,0,0
94,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0
95,The Astrophysical Journal,2010-01-00,2010ApJ...708.1366V,0,0,0,0,0,0,0
96,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..47S,0,0,0,0,0,0,0
97,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0
98,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0
