,Bender_count,Journal,Kopparapu_count,Morehead_count,Nelson_count,Publication_Date,Robertson_count,Schwab_count,Sharon_count,URL_link
715,0,Astronomy and Astrophysics,0,0,0,2014-03-00,0,0,0,2013arXiv1311.5271M
716,0,Astronomy and Astrophysics,0,0,0,2014-03-00,0,0,0,2013arXiv1311.5271M
717,0,Astronomy and Astrophysics,0,0,0,2013-08-00,0,0,0,2013A%26A...556A.110B
718,0,The Astrophysical Journal,0,0,0,2013-10-00,0,0,0,2013ApJ...776...10W
719,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
720,0,Astronomy and Astrophysics,0,0,0,2013-03-00,0,0,0,2013A%26A...551A..73F
721,0,Astronomy and Astrophysics,0,0,0,2013-03-00,0,0,0,2013A%26A...551A..73F
722,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
723,0,The Astrophysical Journal,0,0,0,2014-01-00,0,0,0,2013arXiv1310.6248C
724,0,The Astrophysical Journal,0,0,0,2014-01-00,0,0,0,2013arXiv1310.6248C
725,0,The Astronomical Journal,0,0,0,2013-01-00,0,0,0,2013AJ....145....5P
726,0,Astronomy and Astrophysics,0,0,0,2013-10-00,0,0,0,1304.2140
727,0,Astronomy and Astrophysics,0,0,0,2013-04-00,0,0,0,2013A%26A...552A.120S
728,0,The Astrophysical Journal Supplement Series,0,0,0,2013-10-00,0,0,0,2013ApJS..208...22X
729,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
730,0,The Astrophysical Journal Supplement Series,0,0,0,2013-10-00,0,0,0,2013ApJS..208...22X
731,0,The Astrophysical Journal,0,0,0,2013-01-00,0,0,0,2013ApJ...763...67S
732,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A...2L
733,0,Publications of the Astronomical Society of Japan,0,0,0,2013-08-00,0,0,0,2013arXiv1304.4328S
734,0,Astronomy and Astrophysics,0,0,0,2013-08-00,0,0,0,2013A%26A...556A.110B
735,0,Astronomy and Astrophysics,0,0,0,2014-03-00,0,0,0,2013arXiv1311.5271M
736,0,Publications of the Astronomical Society of Japan,0,0,0,2013-08-00,0,0,0,1304.4328
737,0,Astronomy and Astrophysics,0,0,0,2013-05-00,0,0,0,2013A%26A...553A...8D
738,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A...2L
739,0,The Astrophysical Journal,0,0,0,2013-09-00,0,0,0,1307.2886
740,0,Astronomy and Astrophysics,0,0,0,2014-01-00,0,0,0,2013arXiv1310.2064O
741,0,Astronomy and Astrophysics,0,0,0,2013-03-00,0,0,0,2013A%26A...551A..73F
742,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
743,0,The Astrophysical Journal,0,0,0,2014-01-00,0,0,0,2013arXiv1310.6248C
744,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
745,0,The Astrophysical Journal,0,0,0,2013-03-00,0,0,0,2013ApJ...766...40G
746,0,Science,0,0,0,2013-05-00,0,0,0,2013Sci...340..587B
747,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A.134H
748,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A.134H
749,0,The Astrophysical Journal,0,0,0,2013-09-00,0,0,0,2013ApJ...774...54S
750,0,Astronomy and Astrophysics,0,0,0,2014-03-00,0,0,0,2013arXiv1311.5271M
751,0,Astronomy and Astrophysics,0,0,0,2014-01-00,0,0,0,2013arXiv1310.2064O
752,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A.134H
753,0,Astronomy and Astrophysics,0,0,0,2013-08-00,0,0,0,2013A%26A...556A.110B
754,0,The Astrophysical Journal,0,0,0,2013-01-00,0,0,0,2013ApJ...762....9S
755,0,The Astrophysical Journal,0,0,0,2013-09-00,1,0,0,2013arXiv1307.7640R
756,0,The Astrophysical Journal,0,0,0,2014-01-00,0,0,0,2013arXiv1310.6248C
757,0,The Astrophysical Journal,0,0,0,2013-01-00,0,0,0,2013ApJ...762....9S
758,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
759,0,The Astrophysical Journal,0,0,0,2014-01-00,0,0,0,2013arXiv1310.6248C
760,0,Astronomy and Astrophysics,0,0,0,2013-03-00,0,0,0,2013A%26A...551A..80T
761,0,ArXiv e-prints,0,0,0,2013-01-00,0,0,0,1301.2741
762,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
763,0,The Astrophysical Journal,0,0,0,2013-04-00,0,0,0,2013ApJ...766...67J
764,0,The Astrophysical Journal,0,0,0,2013-08-00,0,0,0,2013ApJ...773...64P
765,0,The Astrophysical Journal Supplement Series,0,0,0,2013-02-00,0,0,0,2013ApJS..204...24B
766,0,Astronomy and Astrophysics,0,0,0,2013-04-00,0,0,0,2013A%26A...552A..82G
767,0,Astronomy and Astrophysics,0,0,0,2013-01-00,0,0,0,2013A%26A...549A.134H
768,0,Astronomy and Astrophysics,0,0,0,2013-07-00,0,0,0,2013A%26A...555A..87M
769,0,Astronomy and Astrophysics,0,0,0,2013-07-00,0,0,0,2013A%26A...555A.118A
