,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
48,The Astrophysical Journal,2008-03-00,2008ApJ...675..784J,1,0,0,0,0,0,0
49,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0
50,Astronomy and Astrophysics,2008-08-00,2008A%26A...487..369S,0,0,0,0,0,0,0
51,American Astronomical Society Meeting Abstracts #212,2008-09-00,2008AAS...212.1012B,0,0,0,0,0,0,0
52,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0
53,Astronomy and Astrophysics,2008-05-00,2008A%26A...482L..17B,0,0,0,0,0,0,0
54,Science,2008-11-00,2008Sci...322.1345K,0,0,0,0,0,0,0
55,Astronomy and Astrophysics,2008-09-00,2008A%26A...488L..47M,0,0,0,0,0,0,0
56,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..889D,0,0,0,0,0,0,0
57,The Astrophysical Journal,2009-03-00,2009ApJ...693..276N,0,0,0,0,0,0,1
58,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0
59,The Astrophysical Journal,2008-03-00,2008ApJ...675L.113W,0,0,0,0,0,0,0
60,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0
61,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0
62,Astronomy and Astrophysics,2008-02-00,2008A%26A...479..271C,0,0,0,0,0,0,0
63,The Astrophysical Journal,2008-01-00,2008ApJ...672..553L,0,0,0,0,0,0,0
64,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0
65,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..883D,0,0,0,0,0,0,0
66,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0
67,Astronomy and Astrophysics,2008-03-00,2008A%26A...480L..33T,0,0,0,0,0,0,0
68,The Astrophysical Journal,2008-03-00,2008ApJ...675..784J,1,0,0,0,0,0,0
69,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0
70,The Astrophysical Journal,2008-01-00,2008ApJ...673L..79N,0,0,0,0,0,0,0
71,The Astrophysical Journal,2008-04-00,2008ApJ...677..657J,0,0,0,0,0,0,0
72,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0
73,Astronomy and Astrophysics,2008-05-00,2008A%26A...482L..21A,0,0,0,0,0,0,0
74,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..883D,0,0,0,0,0,0,0
75,Science,2008-00-00,2008Sci...319..927G,0,0,0,0,0,0,0
76,Astronomy and Astrophysics,2008-03-00,2008A%26A...480L..33T,0,0,0,0,0,0,0
77,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0
78,Astronomy and Astrophysics,2009-10-00,2009A%26A...505.1311D,0,0,0,0,0,0,0
79,The Astrophysical Journal,2009-03-00,2009ApJ...693.1424M,0,0,0,0,0,0,0
80,The Astrophysical Journal,2009-03-00,2009ApJ...693.1084W,0,1,0,0,0,0,0
81,The Astrophysical Journal,2009-10-00,2009ApJ...704.1107L,0,0,0,0,0,0,0
82,The Astrophysical Journal,2009-09-00,2009ApJ...702..989V,1,0,0,0,0,0,0
83,Nature,2009-08-00,2009Natur.460.1098H,0,0,0,0,0,0,0
84,The Astronomical Journal,2009-06-00,2009AJ....137.4834W,0,0,0,0,0,0,0
85,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0
86,The Astrophysical Journal,2009-03-00,2009ApJ...693.1920H,0,0,0,0,0,0,0
87,The Astrophysical Journal,2009-11-00,2009ApJ...706..785H,0,0,0,0,0,0,0
88,Astronomy and Astrophysics,2009-06-00,2009A%26A...499..935D,0,0,0,0,0,0,0
89,Astronomy and Astrophysics,2009-07-00,2009A%26A...502..391S,0,0,0,0,0,0,0
90,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0
91,The Astrophysical Journal,2009-03-00,2009ApJ...693.1424M,0,0,0,0,0,0,0
92,Astronomy and Astrophysics,2009-10-00,2009A%26A...506..303Q,0,0,0,0,0,0,0
93,The Astrophysical Journal,2009-12-00,2009ApJ...707..768N,0,0,0,0,0,0,1
94,Monthly Notices of the Royal Astronomical Society,2009-02-00,2009MNRAS.392.1532J,0,0,0,0,0,0,0
95,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0
96,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..639M,0,0,0,0,0,0,0
97,Astronomy and Astrophysics,2009-07-00,2009A%26A...502..395W,0,0,0,0,0,0,0
98,The Astrophysical Journal,2009-10-00,2009ApJ...703.1545F,1,0,0,0,0,0,0
