,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
0,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
1,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0
2,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..41C,0,0,0,0,0,0,0
3,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
4,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0
5,The Astrophysical Journal,2011-02-00,2011ApJ...727..117M,0,0,0,0,0,0,0
6,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0
7,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
8,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
9,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
10,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
11,The Astronomical Journal,2011-01-00,2011AJ....141...16J,0,1,0,0,0,0,0
12,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
13,Publications of the Astronomical Society of the Pacific,2011-05-00,2011PASP..123..555A,0,0,0,0,0,0,0
14,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.111B,0,0,0,0,0,0,0
15,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
16,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
17,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0
18,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
19,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
20,The Astrophysical Journal,2011-02-00,2011ApJ...728..138H,0,0,0,0,0,0,0
21,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
22,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
23,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0
24,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
25,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
26,The Astrophysical Journal,2011-01-00,2011ApJ...726...73H,1,0,0,0,0,0,0
27,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0
28,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
29,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
30,Astronomy and Astrophysics,2011-01-00,2011A&A...525A..54B,0,0,0,0,0,0,0
31,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
32,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
33,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
34,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
35,Nature,2011-02-00,2011Natur.470...53L,0,1,1,0,0,0,0
36,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
37,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..54S,0,0,0,0,0,0,0
38,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
39,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0
40,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
41,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
42,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0
43,European Physical Journal Web of Conferences,2011-02-00,2011EPJWC..1102006D,0,0,0,0,0,0,0
44,The Astrophysical Journal,2011-06-00,2011ApJ...733..116B,0,0,0,0,0,0,0
45,The Astrophysical Journal,2011-02-00,2011ApJ...727..103T,0,0,0,0,0,0,0
46,The Astrophysical Journal,2011-11-00,2011ApJ...741..114M,0,0,0,0,0,0,0
47,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
48,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
49,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
50,Astronomy and Astrophysics,2011-05-00,2011A%26A...529A.102B,0,0,0,0,0,0,0
51,The Astrophysical Journal,2011-03-00,2011ApJ...730...10H,1,0,0,0,0,0,0
52,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
53,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0
54,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0
55,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0
56,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0
57,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
58,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0
59,The Astronomical Journal,2011-01-00,2011AJ....141...16J,0,1,0,0,0,0,0
60,The Astronomical Journal,2011-01-00,2011AJ....141....8S,0,0,0,0,0,0,0
61,Astronomy and Astrophysics,2013-01-00,1111.5019,0,0,0,0,0,0,0
62,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
63,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A..63S,0,0,0,0,0,0,0
64,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
