,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
25,The Astronomical Journal,2013-01-00,2013AJ....145....5P,0,0,0,0,0,0,0
26,Astronomy and Astrophysics,2013-10-00,1304.2140,0,0,0,0,0,0,0
27,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A.120S,0,0,0,0,0,0,0
28,The Astrophysical Journal Supplement Series,2013-10-00,2013ApJS..208...22X,0,0,0,0,0,0,0
29,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
30,The Astrophysical Journal Supplement Series,2013-10-00,2013ApJS..208...22X,0,0,0,0,0,0,0
31,The Astrophysical Journal,2013-01-00,2013ApJ...763...67S,0,0,0,0,0,0,0
32,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A...2L,0,0,0,0,0,0,0
33,Publications of the Astronomical Society of Japan,2013-08-00,2013arXiv1304.4328S,0,0,0,0,0,0,0
34,Astronomy and Astrophysics,2013-08-00,2013A%26A...556A.110B,0,0,0,0,0,0,0
35,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0
36,Publications of the Astronomical Society of Japan,2013-08-00,1304.4328,0,0,0,0,0,0,0
37,Astronomy and Astrophysics,2013-05-00,2013A%26A...553A...8D,0,0,0,0,0,0,0
38,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A...2L,0,0,0,0,0,0,0
39,The Astrophysical Journal,2013-09-00,1307.2886,0,0,0,0,0,0,0
40,Astronomy and Astrophysics,2014-01-00,2013arXiv1310.2064O,0,0,0,0,0,0,0
41,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..73F,0,0,0,0,0,0,0
42,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
43,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0
44,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
45,The Astrophysical Journal,2013-03-00,2013ApJ...766...40G,0,1,1,0,0,0,0
46,Science,2013-05-00,2013Sci...340..587B,0,1,0,0,0,0,0
47,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0
48,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0
49,The Astrophysical Journal,2013-09-00,2013ApJ...774...54S,0,0,0,0,0,0,0
50,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0
51,Astronomy and Astrophysics,2014-01-00,2013arXiv1310.2064O,0,0,0,0,0,0,0
52,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0
53,Astronomy and Astrophysics,2013-08-00,2013A%26A...556A.110B,0,0,0,0,0,0,0
54,The Astrophysical Journal,2013-01-00,2013ApJ...762....9S,0,0,0,0,0,0,0
55,The Astrophysical Journal,2013-09-00,2013arXiv1307.7640R,0,0,0,0,0,0,0
56,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0
57,The Astrophysical Journal,2013-01-00,2013ApJ...762....9S,0,0,0,0,0,0,0
58,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
59,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0
60,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..80T,0,0,0,0,0,0,0
61,ArXiv e-prints,2013-01-00,1301.2741,0,0,0,0,0,0,0
62,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
63,The Astrophysical Journal,2013-04-00,2013ApJ...766...67J,0,0,0,0,0,0,0
64,The Astrophysical Journal,2013-08-00,2013ApJ...773...64P,0,0,0,0,0,0,0
65,The Astrophysical Journal Supplement Series,2013-02-00,2013ApJS..204...24B,0,1,1,0,0,0,0
66,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A..82G,0,0,0,0,0,0,0
67,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0
68,Astronomy and Astrophysics,2013-07-00,2013A%26A...555A..87M,0,0,0,0,0,0,0
69,Astronomy and Astrophysics,2013-07-00,2013A%26A...555A.118A,0,0,0,0,0,0,0
